user_id,item_id,rating,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
user_186,2611,3,2611,Women,Footwear,Shoes,Heels,Gold,Winter,2012,Casual,Carlton London Women Stylish Gold Flats
user_324,2611,1,2611,Women,Footwear,Shoes,Heels,Gold,Winter,2012,Casual,Carlton London Women Stylish Gold Flats
user_347,2611,3,2611,Women,Footwear,Shoes,Heels,Gold,Winter,2012,Casual,Carlton London Women Stylish Gold Flats
user_357,2611,1,2611,Women,Footwear,Shoes,Heels,Gold,Winter,2012,Casual,Carlton London Women Stylish Gold Flats
user_401,2611,3,2611,Women,Footwear,Shoes,Heels,Gold,Winter,2012,Casual,Carlton London Women Stylish Gold Flats
user_402,2611,5,2611,Women,Footwear,Shoes,Heels,Gold,Winter,2012,Casual,Carlton London Women Stylish Gold Flats
user_463,2611,4,2611,Women,Footwear,Shoes,Heels,Gold,Winter,2012,Casual,Carlton London Women Stylish Gold Flats
user_495,2611,4,2611,Women,Footwear,Shoes,Heels,Gold,Winter,2012,Casual,Carlton London Women Stylish Gold Flats
user_1,2230,5,2230,Men,Footwear,Sandal,Sandals,Black,Fall,2010,Casual,Puma Men Cruise Black Sandal
user_130,2230,4,2230,Men,Footwear,Sandal,Sandals,Black,Fall,2010,Casual,Puma Men Cruise Black Sandal
user_182,2230,3,2230,Men,Footwear,Sandal,Sandals,Black,Fall,2010,Casual,Puma Men Cruise Black Sandal
user_426,2230,1,2230,Men,Footwear,Sandal,Sandals,Black,Fall,2010,Casual,Puma Men Cruise Black Sandal
user_468,2230,4,2230,Men,Footwear,Sandal,Sandals,Black,Fall,2010,Casual,Puma Men Cruise Black Sandal
user_1,1941,3,1941,Women,Accessories,Bags,Handbags,Brown,Summer,2011,Sports,Domyos Brown Bag
user_160,1941,3,1941,Women,Accessories,Bags,Handbags,Brown,Summer,2011,Sports,Domyos Brown Bag
user_208,1941,3,1941,Women,Accessories,Bags,Handbags,Brown,Summer,2011,Sports,Domyos Brown Bag
user_323,1941,3,1941,Women,Accessories,Bags,Handbags,Brown,Summer,2011,Sports,Domyos Brown Bag
user_328,1941,3,1941,Women,Accessories,Bags,Handbags,Brown,Summer,2011,Sports,Domyos Brown Bag
user_403,1941,2,1941,Women,Accessories,Bags,Handbags,Brown,Summer,2011,Sports,Domyos Brown Bag
user_438,1941,2,1941,Women,Accessories,Bags,Handbags,Brown,Summer,2011,Sports,Domyos Brown Bag
user_1,2747,3,2747,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Classic Polo Men's White Stripes T-shirt
user_37,2747,1,2747,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Classic Polo Men's White Stripes T-shirt
user_80,2747,3,2747,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Classic Polo Men's White Stripes T-shirt
user_187,2747,4,2747,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Classic Polo Men's White Stripes T-shirt
user_286,2747,1,2747,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Classic Polo Men's White Stripes T-shirt
user_294,2747,3,2747,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Classic Polo Men's White Stripes T-shirt
user_403,2747,2,2747,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Classic Polo Men's White Stripes T-shirt
user_439,2747,2,2747,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Classic Polo Men's White Stripes T-shirt
user_1,2489,2,2489,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Puma Women Commander White Pink Shoe
user_7,2489,4,2489,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Puma Women Commander White Pink Shoe
user_115,2489,5,2489,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Puma Women Commander White Pink Shoe
user_125,2489,1,2489,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Puma Women Commander White Pink Shoe
user_130,2489,5,2489,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Puma Women Commander White Pink Shoe
user_168,2489,5,2489,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Puma Women Commander White Pink Shoe
user_207,2489,1,2489,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Puma Women Commander White Pink Shoe
user_209,2489,2,2489,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Puma Women Commander White Pink Shoe
user_265,2489,2,2489,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Puma Women Commander White Pink Shoe
user_281,2489,1,2489,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Puma Women Commander White Pink Shoe
user_289,2489,1,2489,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Puma Women Commander White Pink Shoe
user_295,2489,4,2489,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Puma Women Commander White Pink Shoe
user_417,2489,3,2489,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Puma Women Commander White Pink Shoe
user_487,2489,1,2489,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Puma Women Commander White Pink Shoe
user_2,2312,2,2312,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Sports,Nike Mens White Polo T-shirt
user_494,2312,1,2312,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Sports,Nike Mens White Polo T-shirt
user_2,1525,1,1525,Unisex,Accessories,Bags,Backpacks,Navy Blue,Fall,2010,Casual,Puma Deck Navy Blue Backpack
user_21,1525,5,1525,Unisex,Accessories,Bags,Backpacks,Navy Blue,Fall,2010,Casual,Puma Deck Navy Blue Backpack
user_89,1525,1,1525,Unisex,Accessories,Bags,Backpacks,Navy Blue,Fall,2010,Casual,Puma Deck Navy Blue Backpack
user_99,1525,3,1525,Unisex,Accessories,Bags,Backpacks,Navy Blue,Fall,2010,Casual,Puma Deck Navy Blue Backpack
user_224,1525,1,1525,Unisex,Accessories,Bags,Backpacks,Navy Blue,Fall,2010,Casual,Puma Deck Navy Blue Backpack
user_441,1525,4,1525,Unisex,Accessories,Bags,Backpacks,Navy Blue,Fall,2010,Casual,Puma Deck Navy Blue Backpack
user_2,2042,3,2042,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Sports,ADIDAS Mens Graphic White Tee
user_247,2042,2,2042,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Sports,ADIDAS Mens Graphic White Tee
user_259,2042,2,2042,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Sports,ADIDAS Mens Graphic White Tee
user_365,2042,5,2042,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Sports,ADIDAS Mens Graphic White Tee
user_378,2042,5,2042,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Sports,ADIDAS Mens Graphic White Tee
user_464,2042,5,2042,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Sports,ADIDAS Mens Graphic White Tee
user_481,2042,5,2042,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Sports,ADIDAS Mens Graphic White Tee
user_2,1649,3,1649,Unisex,Footwear,Shoes,Casual Shoes,Blue,Spring,2012,Casual,Newfeel Unisex Comfy Cool Blue Shoe
user_8,1649,2,1649,Unisex,Footwear,Shoes,Casual Shoes,Blue,Spring,2012,Casual,Newfeel Unisex Comfy Cool Blue Shoe
user_17,1649,5,1649,Unisex,Footwear,Shoes,Casual Shoes,Blue,Spring,2012,Casual,Newfeel Unisex Comfy Cool Blue Shoe
user_69,1649,1,1649,Unisex,Footwear,Shoes,Casual Shoes,Blue,Spring,2012,Casual,Newfeel Unisex Comfy Cool Blue Shoe
user_115,1649,2,1649,Unisex,Footwear,Shoes,Casual Shoes,Blue,Spring,2012,Casual,Newfeel Unisex Comfy Cool Blue Shoe
user_141,1649,2,1649,Unisex,Footwear,Shoes,Casual Shoes,Blue,Spring,2012,Casual,Newfeel Unisex Comfy Cool Blue Shoe
user_190,1649,2,1649,Unisex,Footwear,Shoes,Casual Shoes,Blue,Spring,2012,Casual,Newfeel Unisex Comfy Cool Blue Shoe
user_369,1649,5,1649,Unisex,Footwear,Shoes,Casual Shoes,Blue,Spring,2012,Casual,Newfeel Unisex Comfy Cool Blue Shoe
user_415,1649,2,1649,Unisex,Footwear,Shoes,Casual Shoes,Blue,Spring,2012,Casual,Newfeel Unisex Comfy Cool Blue Shoe
user_2,1951,1,1951,Women,Footwear,Shoes,Sports Shoes,Purple,Fall,2011,Sports,Puma Women Eco Funky Shoes
user_288,1951,4,1951,Women,Footwear,Shoes,Sports Shoes,Purple,Fall,2011,Sports,Puma Women Eco Funky Shoes
user_304,1951,1,1951,Women,Footwear,Shoes,Sports Shoes,Purple,Fall,2011,Sports,Puma Women Eco Funky Shoes
user_383,1951,5,1951,Women,Footwear,Shoes,Sports Shoes,Purple,Fall,2011,Sports,Puma Women Eco Funky Shoes
user_421,1951,2,1951,Women,Footwear,Shoes,Sports Shoes,Purple,Fall,2011,Sports,Puma Women Eco Funky Shoes
user_444,1951,3,1951,Women,Footwear,Shoes,Sports Shoes,Purple,Fall,2011,Sports,Puma Women Eco Funky Shoes
user_2,2655,3,2655,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual,Murcia Women Office Brown Bag
user_95,2655,3,2655,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual,Murcia Women Office Brown Bag
user_116,2655,4,2655,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual,Murcia Women Office Brown Bag
user_264,2655,4,2655,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual,Murcia Women Office Brown Bag
user_368,2655,2,2655,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual,Murcia Women Office Brown Bag
user_2,2634,1,2634,Men,Footwear,Sandal,Sandals,Beige,Fall,2010,Casual,Carlton London Men Beige Strapped Sandal
user_56,2634,1,2634,Men,Footwear,Sandal,Sandals,Beige,Fall,2010,Casual,Carlton London Men Beige Strapped Sandal
user_142,2634,1,2634,Men,Footwear,Sandal,Sandals,Beige,Fall,2010,Casual,Carlton London Men Beige Strapped Sandal
user_148,2634,4,2634,Men,Footwear,Sandal,Sandals,Beige,Fall,2010,Casual,Carlton London Men Beige Strapped Sandal
user_158,2634,2,2634,Men,Footwear,Sandal,Sandals,Beige,Fall,2010,Casual,Carlton London Men Beige Strapped Sandal
user_2,2985,2,2985,Men,Apparel,Topwear,Tshirts,Black,Fall,2010,Sports,Puma Men's Football Smash Graphic Black T-shirt
user_115,2985,1,2985,Men,Apparel,Topwear,Tshirts,Black,Fall,2010,Sports,Puma Men's Football Smash Graphic Black T-shirt
user_143,2985,1,2985,Men,Apparel,Topwear,Tshirts,Black,Fall,2010,Sports,Puma Men's Football Smash Graphic Black T-shirt
user_150,2985,1,2985,Men,Apparel,Topwear,Tshirts,Black,Fall,2010,Sports,Puma Men's Football Smash Graphic Black T-shirt
user_329,2985,1,2985,Men,Apparel,Topwear,Tshirts,Black,Fall,2010,Sports,Puma Men's Football Smash Graphic Black T-shirt
user_407,2985,4,2985,Men,Apparel,Topwear,Tshirts,Black,Fall,2010,Sports,Puma Men's Football Smash Graphic Black T-shirt
user_436,2985,2,2985,Men,Apparel,Topwear,Tshirts,Black,Fall,2010,Sports,Puma Men's Football Smash Graphic Black T-shirt
user_458,2985,3,2985,Men,Apparel,Topwear,Tshirts,Black,Fall,2010,Sports,Puma Men's Football Smash Graphic Black T-shirt
user_2,2665,2,2665,Women,Accessories,Bags,Handbags,Grey,Winter,2015,Casual,Murcia Women Fancy Cream Hand Bag
user_156,2665,5,2665,Women,Accessories,Bags,Handbags,Grey,Winter,2015,Casual,Murcia Women Fancy Cream Hand Bag
user_223,2665,1,2665,Women,Accessories,Bags,Handbags,Grey,Winter,2015,Casual,Murcia Women Fancy Cream Hand Bag
user_284,2665,5,2665,Women,Accessories,Bags,Handbags,Grey,Winter,2015,Casual,Murcia Women Fancy Cream Hand Bag
user_482,2665,5,2665,Women,Accessories,Bags,Handbags,Grey,Winter,2015,Casual,Murcia Women Fancy Cream Hand Bag
user_496,2665,1,2665,Women,Accessories,Bags,Handbags,Grey,Winter,2015,Casual,Murcia Women Fancy Cream Hand Bag
user_2,2843,2,2843,Men,Apparel,Topwear,Tshirts,Pink,Summer,2011,Casual,Mr.Men Men's Mr.Mischief Pink T-shirt
user_176,2843,2,2843,Men,Apparel,Topwear,Tshirts,Pink,Summer,2011,Casual,Mr.Men Men's Mr.Mischief Pink T-shirt
user_347,2843,5,2843,Men,Apparel,Topwear,Tshirts,Pink,Summer,2011,Casual,Mr.Men Men's Mr.Mischief Pink T-shirt
user_2,2984,2,2984,Men,Apparel,Topwear,Tshirts,Red,Fall,2010,Casual,Puma Men's Power Cat Graphic Red T-shirt
user_62,2984,3,2984,Men,Apparel,Topwear,Tshirts,Red,Fall,2010,Casual,Puma Men's Power Cat Graphic Red T-shirt
user_73,2984,2,2984,Men,Apparel,Topwear,Tshirts,Red,Fall,2010,Casual,Puma Men's Power Cat Graphic Red T-shirt
user_246,2984,2,2984,Men,Apparel,Topwear,Tshirts,Red,Fall,2010,Casual,Puma Men's Power Cat Graphic Red T-shirt
user_252,2984,3,2984,Men,Apparel,Topwear,Tshirts,Red,Fall,2010,Casual,Puma Men's Power Cat Graphic Red T-shirt
user_350,2984,4,2984,Men,Apparel,Topwear,Tshirts,Red,Fall,2010,Casual,Puma Men's Power Cat Graphic Red T-shirt
user_365,2984,1,2984,Men,Apparel,Topwear,Tshirts,Red,Fall,2010,Casual,Puma Men's Power Cat Graphic Red T-shirt
user_437,2984,4,2984,Men,Apparel,Topwear,Tshirts,Red,Fall,2010,Casual,Puma Men's Power Cat Graphic Red T-shirt
user_487,2984,3,2984,Men,Apparel,Topwear,Tshirts,Red,Fall,2010,Casual,Puma Men's Power Cat Graphic Red T-shirt
user_2,2191,1,2191,Men,Apparel,Bottomwear,Shorts,Blue,Fall,2010,Sports,ADIDAS Men Chelsea Lead Short
user_204,2191,4,2191,Men,Apparel,Bottomwear,Shorts,Blue,Fall,2010,Sports,ADIDAS Men Chelsea Lead Short
user_267,2191,3,2191,Men,Apparel,Bottomwear,Shorts,Blue,Fall,2010,Sports,ADIDAS Men Chelsea Lead Short
user_269,2191,5,2191,Men,Apparel,Bottomwear,Shorts,Blue,Fall,2010,Sports,ADIDAS Men Chelsea Lead Short
user_289,2191,2,2191,Men,Apparel,Bottomwear,Shorts,Blue,Fall,2010,Sports,ADIDAS Men Chelsea Lead Short
user_394,2191,5,2191,Men,Apparel,Bottomwear,Shorts,Blue,Fall,2010,Sports,ADIDAS Men Chelsea Lead Short
user_417,2191,2,2191,Men,Apparel,Bottomwear,Shorts,Blue,Fall,2010,Sports,ADIDAS Men Chelsea Lead Short
user_494,2191,3,2191,Men,Apparel,Bottomwear,Shorts,Blue,Fall,2010,Sports,ADIDAS Men Chelsea Lead Short
user_2,2618,5,2618,Women,Footwear,Shoes,Flats,Silver,Spring,2010,Casual,Carlton London Women Silver Wedge Sandal
user_36,2618,2,2618,Women,Footwear,Shoes,Flats,Silver,Spring,2010,Casual,Carlton London Women Silver Wedge Sandal
user_92,2618,5,2618,Women,Footwear,Shoes,Flats,Silver,Spring,2010,Casual,Carlton London Women Silver Wedge Sandal
user_216,2618,2,2618,Women,Footwear,Shoes,Flats,Silver,Spring,2010,Casual,Carlton London Women Silver Wedge Sandal
user_306,2618,1,2618,Women,Footwear,Shoes,Flats,Silver,Spring,2010,Casual,Carlton London Women Silver Wedge Sandal
user_345,2618,1,2618,Women,Footwear,Shoes,Flats,Silver,Spring,2010,Casual,Carlton London Women Silver Wedge Sandal
user_399,2618,4,2618,Women,Footwear,Shoes,Flats,Silver,Spring,2010,Casual,Carlton London Women Silver Wedge Sandal
user_426,2618,3,2618,Women,Footwear,Shoes,Flats,Silver,Spring,2010,Casual,Carlton London Women Silver Wedge Sandal
user_2,1164,2,1164,Men,Apparel,Topwear,Tshirts,Blue,Winter,2015,Sports,Nike Men Blue T20 Indian Cricket Jersey
user_173,1164,2,1164,Men,Apparel,Topwear,Tshirts,Blue,Winter,2015,Sports,Nike Men Blue T20 Indian Cricket Jersey
user_271,1164,5,1164,Men,Apparel,Topwear,Tshirts,Blue,Winter,2015,Sports,Nike Men Blue T20 Indian Cricket Jersey
user_340,1164,5,1164,Men,Apparel,Topwear,Tshirts,Blue,Winter,2015,Sports,Nike Men Blue T20 Indian Cricket Jersey
user_2,2880,4,2880,Women,Footwear,Shoes,Heels,Grey,Summer,2016,Formal,Catwalk Women Leather Formal Grey Heels
user_26,2880,5,2880,Women,Footwear,Shoes,Heels,Grey,Summer,2016,Formal,Catwalk Women Leather Formal Grey Heels
user_168,2880,3,2880,Women,Footwear,Shoes,Heels,Grey,Summer,2016,Formal,Catwalk Women Leather Formal Grey Heels
user_340,2880,3,2880,Women,Footwear,Shoes,Heels,Grey,Summer,2016,Formal,Catwalk Women Leather Formal Grey Heels
user_433,2880,4,2880,Women,Footwear,Shoes,Heels,Grey,Summer,2016,Formal,Catwalk Women Leather Formal Grey Heels
user_476,2880,3,2880,Women,Footwear,Shoes,Heels,Grey,Summer,2016,Formal,Catwalk Women Leather Formal Grey Heels
user_2,2937,5,2937,Women,Apparel,Topwear,Tshirts,Peach,Fall,2010,Casual,DUSG Women's Mother & Child Bamboo Sand T-shirt
user_7,2937,3,2937,Women,Apparel,Topwear,Tshirts,Peach,Fall,2010,Casual,DUSG Women's Mother & Child Bamboo Sand T-shirt
